name,area_hint,categories,recommendations,accounts,naver_search,kakao_search
치트키룸,뚝섬역,"맛집, 카페",3,knewnew.official,https://map.naver.com/p/search/%EC%B9%98%ED%8A%B8%ED%82%A4%EB%A3%B8%20%EB%9A%9D%EC%84%AC%EC%97%AD,https://map.kakao.com/link/search/%EC%B9%98%ED%8A%B8%ED%82%A4%EB%A3%B8%20%EB%9A%9D%EC%84%AC%EC%97%AD
층 사무실,봉천역,"독서, 맛집, 카페",3,knewnew.official,https://map.naver.com/p/search/%EC%B8%B5%20%EC%82%AC%EB%AC%B4%EC%8B%A4%20%EB%B4%89%EC%B2%9C%EC%97%AD,https://map.kakao.com/link/search/%EC%B8%B5%20%EC%82%AC%EB%AC%B4%EC%8B%A4%20%EB%B4%89%EC%B2%9C%EC%97%AD
제일공간,서울대입구역,"맛집, 카페",3,knewnew.official,https://map.naver.com/p/search/%EC%A0%9C%EC%9D%BC%EA%B3%B5%EA%B0%84%20%EC%84%9C%EC%9A%B8%EB%8C%80%EC%9E%85%EA%B5%AC%EC%97%AD,https://map.kakao.com/link/search/%EC%A0%9C%EC%9D%BC%EA%B3%B5%EA%B0%84%20%EC%84%9C%EC%9A%B8%EB%8C%80%EC%9E%85%EA%B5%AC%EC%97%AD
이해,1망원역,"맛집, 카페",3,knewnew.official,https://map.naver.com/p/search/%EC%9D%B4%ED%95%B4%201%EB%A7%9D%EC%9B%90%EC%97%AD,https://map.kakao.com/link/search/%EC%9D%B4%ED%95%B4%201%EB%A7%9D%EC%9B%90%EC%97%AD
이코우,대흥역,"맛집, 카페",3,knewnew.official,https://map.naver.com/p/search/%EC%9D%B4%EC%BD%94%EC%9A%B0%20%EB%8C%80%ED%9D%A5%EC%97%AD,https://map.kakao.com/link/search/%EC%9D%B4%EC%BD%94%EC%9A%B0%20%EB%8C%80%ED%9D%A5%EC%97%AD
위플랜트위커피,태릉입구역,카페,3,knewnew.official,https://map.naver.com/p/search/%EC%9C%84%ED%94%8C%EB%9E%9C%ED%8A%B8%EC%9C%84%EC%BB%A4%ED%94%BC%20%ED%83%9C%EB%A6%89%EC%9E%85%EA%B5%AC%EC%97%AD,https://map.kakao.com/link/search/%EC%9C%84%ED%94%8C%EB%9E%9C%ED%8A%B8%EC%9C%84%EC%BB%A4%ED%94%BC%20%ED%83%9C%EB%A6%89%EC%9E%85%EA%B5%AC%EC%97%AD
월 코엑스 난리다,서울,"술집, 여행·숙소, 전시·문화, 카페",3,knewnew.official,https://map.naver.com/p/search/%EC%9B%94%20%EC%BD%94%EC%97%91%EC%8A%A4%20%EB%82%9C%EB%A6%AC%EB%8B%A4%20%EC%84%9C%EC%9A%B8,https://map.kakao.com/link/search/%EC%9B%94%20%EC%BD%94%EC%97%91%EC%8A%A4%20%EB%82%9C%EB%A6%AC%EB%8B%A4%20%EC%84%9C%EC%9A%B8
월 5주차,,"쇼핑, 술집, 카페",3,knewnew.official,https://map.naver.com/p/search/%EC%9B%94%205%EC%A3%BC%EC%B0%A8,https://map.kakao.com/link/search/%EC%9B%94%205%EC%A3%BC%EC%B0%A8
우레카츠,동대입구역,맛집,3,knewnew.official,https://map.naver.com/p/search/%EC%9A%B0%EB%A0%88%EC%B9%B4%EC%B8%A0%20%EB%8F%99%EB%8C%80%EC%9E%85%EA%B5%AC%EC%97%AD,https://map.kakao.com/link/search/%EC%9A%B0%EB%A0%88%EC%B9%B4%EC%B8%A0%20%EB%8F%99%EB%8C%80%EC%9E%85%EA%B5%AC%EC%97%AD
오무사,경복궁역,"맛집, 술집, 카페",3,knewnew.official,https://map.naver.com/p/search/%EC%98%A4%EB%AC%B4%EC%82%AC%20%EA%B2%BD%EB%B3%B5%EA%B6%81%EC%97%AD,https://map.kakao.com/link/search/%EC%98%A4%EB%AC%B4%EC%82%AC%20%EA%B2%BD%EB%B3%B5%EA%B6%81%EC%97%AD
오묘,중구청역,"맛집, 술집",3,knewnew.official,https://map.naver.com/p/search/%EC%98%A4%EB%AC%98%20%EC%A4%91%EA%B5%AC%EC%B2%AD%EC%97%AD,https://map.kakao.com/link/search/%EC%98%A4%EB%AC%98%20%EC%A4%91%EA%B5%AC%EC%B2%AD%EC%97%AD
오드커피하우스,건대입구역,카페,3,knewnew.official,https://map.naver.com/p/search/%EC%98%A4%EB%93%9C%EC%BB%A4%ED%94%BC%ED%95%98%EC%9A%B0%EC%8A%A4%20%EA%B1%B4%EB%8C%80%EC%9E%85%EA%B5%AC%EC%97%AD,https://map.kakao.com/link/search/%EC%98%A4%EB%93%9C%EC%BB%A4%ED%94%BC%ED%95%98%EC%9A%B0%EC%8A%A4%20%EA%B1%B4%EB%8C%80%EC%9E%85%EA%B5%AC%EC%97%AD
아뜰리에 보네,혜화역 도보 7분,"맛집, 쇼핑, 카페",3,knewnew.official,https://map.naver.com/p/search/%EC%95%84%EB%9C%B0%EB%A6%AC%EC%97%90%20%EB%B3%B4%EB%84%A4%20%ED%98%9C%ED%99%94%EC%97%AD%20%EB%8F%84%EB%B3%B4%207%EB%B6%84,https://map.kakao.com/link/search/%EC%95%84%EB%9C%B0%EB%A6%AC%EC%97%90%20%EB%B3%B4%EB%84%A4%20%ED%98%9C%ED%99%94%EC%97%AD%20%EB%8F%84%EB%B3%B4%207%EB%B6%84
시간,10분이면,"독서, 맛집, 쇼핑, 여행·숙소, 카페",3,knewnew.official,https://map.naver.com/p/search/%EC%8B%9C%EA%B0%84%2010%EB%B6%84%EC%9D%B4%EB%A9%B4,https://map.kakao.com/link/search/%EC%8B%9C%EA%B0%84%2010%EB%B6%84%EC%9D%B4%EB%A9%B4
스태픽스,경북궁역,카페,3,knewnew.official,https://map.naver.com/p/search/%EC%8A%A4%ED%83%9C%ED%94%BD%EC%8A%A4%20%EA%B2%BD%EB%B6%81%EA%B6%81%EC%97%AD,https://map.kakao.com/link/search/%EC%8A%A4%ED%83%9C%ED%94%BD%EC%8A%A4%20%EA%B2%BD%EB%B6%81%EA%B6%81%EC%97%AD
수택,홍대입구역,"독서, 맛집, 카페",3,knewnew.official,https://map.naver.com/p/search/%EC%88%98%ED%83%9D%20%ED%99%8D%EB%8C%80%EC%9E%85%EA%B5%AC%EC%97%AD,https://map.kakao.com/link/search/%EC%88%98%ED%83%9D%20%ED%99%8D%EB%8C%80%EC%9E%85%EA%B5%AC%EC%97%AD
소프,중앙동,"맛집, 여행·숙소, 카페",3,knewnew.official,https://map.naver.com/p/search/%EC%86%8C%ED%94%84%20%EC%A4%91%EC%95%99%EB%8F%99,https://map.kakao.com/link/search/%EC%86%8C%ED%94%84%20%EC%A4%91%EC%95%99%EB%8F%99
소요,어린이대공원역,"독서, 맛집, 술집, 여행·숙소, 전시·문화, 카페",3,knewnew.official,https://map.naver.com/p/search/%EC%86%8C%EC%9A%94%20%EC%96%B4%EB%A6%B0%EC%9D%B4%EB%8C%80%EA%B3%B5%EC%9B%90%EC%97%AD,https://map.kakao.com/link/search/%EC%86%8C%EC%9A%94%20%EC%96%B4%EB%A6%B0%EC%9D%B4%EB%8C%80%EA%B3%B5%EC%9B%90%EC%97%AD
선데이아보,녹사평역,"맛집, 카페",3,knewnew.official,https://map.naver.com/p/search/%EC%84%A0%EB%8D%B0%EC%9D%B4%EC%95%84%EB%B3%B4%20%EB%85%B9%EC%82%AC%ED%8F%89%EC%97%AD,https://map.kakao.com/link/search/%EC%84%A0%EB%8D%B0%EC%9D%B4%EC%95%84%EB%B3%B4%20%EB%85%B9%EC%82%AC%ED%8F%89%EC%97%AD
서울숲,서울숲역 * 도보 11분,"맛집, 전시·문화, 카페",3,knewnew.official,https://map.naver.com/p/search/%EC%84%9C%EC%9A%B8%EC%88%B2%20%EC%84%9C%EC%9A%B8%EC%88%B2%EC%97%AD%20%2A%20%EB%8F%84%EB%B3%B4%2011%EB%B6%84,https://map.kakao.com/link/search/%EC%84%9C%EC%9A%B8%EC%88%B2%20%EC%84%9C%EC%9A%B8%EC%88%B2%EC%97%AD%20%2A%20%EB%8F%84%EB%B3%B4%2011%EB%B6%84
사랑과 자유,장안동,"걸스, 카페",3,knewnew.official,https://map.naver.com/p/search/%EC%82%AC%EB%9E%91%EA%B3%BC%20%EC%9E%90%EC%9C%A0%20%EC%9E%A5%EC%95%88%EB%8F%99,https://map.kakao.com/link/search/%EC%82%AC%EB%9E%91%EA%B3%BC%20%EC%9E%90%EC%9C%A0%20%EC%9E%A5%EC%95%88%EB%8F%99
빌라드블루,서숲역,"술집, 카페",3,knewnew.official,https://map.naver.com/p/search/%EB%B9%8C%EB%9D%BC%EB%93%9C%EB%B8%94%EB%A3%A8%20%EC%84%9C%EC%88%B2%EC%97%AD,https://map.kakao.com/link/search/%EB%B9%8C%EB%9D%BC%EB%93%9C%EB%B8%94%EB%A3%A8%20%EC%84%9C%EC%88%B2%EC%97%AD
비피디,부평시장역,카페,3,knewnew.official,https://map.naver.com/p/search/%EB%B9%84%ED%94%BC%EB%94%94%20%EB%B6%80%ED%8F%89%EC%8B%9C%EC%9E%A5%EC%97%AD,https://map.kakao.com/link/search/%EB%B9%84%ED%94%BC%EB%94%94%20%EB%B6%80%ED%8F%89%EC%8B%9C%EC%9E%A5%EC%97%AD
비터솔트,송파나루역,"맛집, 카페",3,knewnew.official,https://map.naver.com/p/search/%EB%B9%84%ED%84%B0%EC%86%94%ED%8A%B8%20%EC%86%A1%ED%8C%8C%EB%82%98%EB%A3%A8%EC%97%AD,https://map.kakao.com/link/search/%EB%B9%84%ED%84%B0%EC%86%94%ED%8A%B8%20%EC%86%A1%ED%8C%8C%EB%82%98%EB%A3%A8%EC%97%AD
북덕방,낙성대역,"독서, 맛집, 카페",3,knewnew.official,https://map.naver.com/p/search/%EB%B6%81%EB%8D%95%EB%B0%A9%20%EB%82%99%EC%84%B1%EB%8C%80%EC%97%AD,https://map.kakao.com/link/search/%EB%B6%81%EB%8D%95%EB%B0%A9%20%EB%82%99%EC%84%B1%EB%8C%80%EC%97%AD
베르,동대구역,"맛집, 카페",3,knewnew.official,https://map.naver.com/p/search/%EB%B2%A0%EB%A5%B4%20%EB%8F%99%EB%8C%80%EA%B5%AC%EC%97%AD,https://map.kakao.com/link/search/%EB%B2%A0%EB%A5%B4%20%EB%8F%99%EB%8C%80%EA%B5%AC%EC%97%AD
바통,브런치,"맛집, 카페",3,knewnew.official,https://map.naver.com/p/search/%EB%B0%94%ED%86%B5%20%EB%B8%8C%EB%9F%B0%EC%B9%98,https://map.kakao.com/link/search/%EB%B0%94%ED%86%B5%20%EB%B8%8C%EB%9F%B0%EC%B9%98
무소식,상수역,"맛집, 카페",3,knewnew.official,https://map.naver.com/p/search/%EB%AC%B4%EC%86%8C%EC%8B%9D%20%EC%83%81%EC%88%98%EC%97%AD,https://map.kakao.com/link/search/%EB%AC%B4%EC%86%8C%EC%8B%9D%20%EC%83%81%EC%88%98%EC%97%AD
매튜,준화산동1가,"여행·숙소, 카페",3,knewnew.official,https://map.naver.com/p/search/%EB%A7%A4%ED%8A%9C%20%EC%A4%80%ED%99%94%EC%82%B0%EB%8F%991%EA%B0%80,https://map.kakao.com/link/search/%EB%A7%A4%ED%8A%9C%20%EC%A4%80%ED%99%94%EC%82%B0%EB%8F%991%EA%B0%80
만원,Point 2시 생맥주 맛집,"맛집, 술집, 여행·숙소, 카페",3,knewnew.official,https://map.naver.com/p/search/%EB%A7%8C%EC%9B%90%20Point%202%EC%8B%9C%20%EC%83%9D%EB%A7%A5%EC%A3%BC%20%EB%A7%9B%EC%A7%91,https://map.kakao.com/link/search/%EB%A7%8C%EC%9B%90%20Point%202%EC%8B%9C%20%EC%83%9D%EB%A7%A5%EC%A3%BC%20%EB%A7%9B%EC%A7%91
마치구커피,망원역,카페,3,knewnew.official,https://map.naver.com/p/search/%EB%A7%88%EC%B9%98%EA%B5%AC%EC%BB%A4%ED%94%BC%20%EB%A7%9D%EC%9B%90%EC%97%AD,https://map.kakao.com/link/search/%EB%A7%88%EC%B9%98%EA%B5%AC%EC%BB%A4%ED%94%BC%20%EB%A7%9D%EC%9B%90%EC%97%AD
마르못,군자역,"독서, 맛집, 카페",3,knewnew.official,https://map.naver.com/p/search/%EB%A7%88%EB%A5%B4%EB%AA%BB%20%EA%B5%B0%EC%9E%90%EC%97%AD,https://map.kakao.com/link/search/%EB%A7%88%EB%A5%B4%EB%AA%BB%20%EA%B5%B0%EC%9E%90%EC%97%AD
릭십,한강진역,"술집, 카페",3,knewnew.official,https://map.naver.com/p/search/%EB%A6%AD%EC%8B%AD%20%ED%95%9C%EA%B0%95%EC%A7%84%EC%97%AD,https://map.kakao.com/link/search/%EB%A6%AD%EC%8B%AD%20%ED%95%9C%EA%B0%95%EC%A7%84%EC%97%AD
리피,하소동,"맛집, 카페",3,knewnew.official,https://map.naver.com/p/search/%EB%A6%AC%ED%94%BC%20%ED%95%98%EC%86%8C%EB%8F%99,https://map.kakao.com/link/search/%EB%A6%AC%ED%94%BC%20%ED%95%98%EC%86%8C%EB%8F%99
리요리요,총신대입구(이수)역,카페,3,knewnew.official,https://map.naver.com/p/search/%EB%A6%AC%EC%9A%94%EB%A6%AC%EC%9A%94%20%EC%B4%9D%EC%8B%A0%EB%8C%80%EC%9E%85%EA%B5%AC%28%EC%9D%B4%EC%88%98%29%EC%97%AD,https://map.kakao.com/link/search/%EB%A6%AC%EC%9A%94%EB%A6%AC%EC%9A%94%20%EC%B4%9D%EC%8B%A0%EB%8C%80%EC%9E%85%EA%B5%AC%28%EC%9D%B4%EC%88%98%29%EC%97%AD
로즐린 가든,동대입구역,카페,3,knewnew.official,https://map.naver.com/p/search/%EB%A1%9C%EC%A6%90%EB%A6%B0%20%EA%B0%80%EB%93%A0%20%EB%8F%99%EB%8C%80%EC%9E%85%EA%B5%AC%EC%97%AD,https://map.kakao.com/link/search/%EB%A1%9C%EC%A6%90%EB%A6%B0%20%EA%B0%80%EB%93%A0%20%EB%8F%99%EB%8C%80%EC%9E%85%EA%B5%AC%EC%97%AD
따우전드,군자역,"맛집, 쇼핑, 여행·숙소, 카페",3,knewnew.official,https://map.naver.com/p/search/%EB%94%B0%EC%9A%B0%EC%A0%84%EB%93%9C%20%EA%B5%B0%EC%9E%90%EC%97%AD,https://map.kakao.com/link/search/%EB%94%B0%EC%9A%B0%EC%A0%84%EB%93%9C%20%EA%B5%B0%EC%9E%90%EC%97%AD
도틀,경복궁역,카페,3,knewnew.official,https://map.naver.com/p/search/%EB%8F%84%ED%8B%80%20%EA%B2%BD%EB%B3%B5%EA%B6%81%EC%97%AD,https://map.kakao.com/link/search/%EB%8F%84%ED%8B%80%20%EA%B2%BD%EB%B3%B5%EA%B6%81%EC%97%AD
데케드 파크,아차산역,카페,3,knewnew.official,https://map.naver.com/p/search/%EB%8D%B0%EC%BC%80%EB%93%9C%20%ED%8C%8C%ED%81%AC%20%EC%95%84%EC%B0%A8%EC%82%B0%EC%97%AD,https://map.kakao.com/link/search/%EB%8D%B0%EC%BC%80%EB%93%9C%20%ED%8C%8C%ED%81%AC%20%EC%95%84%EC%B0%A8%EC%82%B0%EC%97%AD
더수피,삼각지역,"맛집, 카페",3,knewnew.official,https://map.naver.com/p/search/%EB%8D%94%EC%88%98%ED%94%BC%20%EC%82%BC%EA%B0%81%EC%A7%80%EC%97%AD,https://map.kakao.com/link/search/%EB%8D%94%EC%88%98%ED%94%BC%20%EC%82%BC%EA%B0%81%EC%A7%80%EC%97%AD
노워리즈,답십리역 도보 4분,"맛집, 카페",3,knewnew.official,https://map.naver.com/p/search/%EB%85%B8%EC%9B%8C%EB%A6%AC%EC%A6%88%20%EB%8B%B5%EC%8B%AD%EB%A6%AC%EC%97%AD%20%EB%8F%84%EB%B3%B4%204%EB%B6%84,https://map.kakao.com/link/search/%EB%85%B8%EC%9B%8C%EB%A6%AC%EC%A6%88%20%EB%8B%B5%EC%8B%AD%EB%A6%AC%EC%97%AD%20%EB%8F%84%EB%B3%B4%204%EB%B6%84
너흐,대정읍,카페,3,knewnew.official,https://map.naver.com/p/search/%EB%84%88%ED%9D%90%20%EB%8C%80%EC%A0%95%EC%9D%8D,https://map.kakao.com/link/search/%EB%84%88%ED%9D%90%20%EB%8C%80%EC%A0%95%EC%9D%8D
남박,숙대입구역,"걸스, 독서, 맛집, 술집, 카페",3,knewnew.official,https://map.naver.com/p/search/%EB%82%A8%EB%B0%95%20%EC%88%99%EB%8C%80%EC%9E%85%EA%B5%AC%EC%97%AD,https://map.kakao.com/link/search/%EB%82%A8%EB%B0%95%20%EC%88%99%EB%8C%80%EC%9E%85%EA%B5%AC%EC%97%AD
그로그,한성백제역,"맛집, 술집",3,knewnew.official,https://map.naver.com/p/search/%EA%B7%B8%EB%A1%9C%EA%B7%B8%20%ED%95%9C%EC%84%B1%EB%B0%B1%EC%A0%9C%EC%97%AD,https://map.kakao.com/link/search/%EA%B7%B8%EB%A1%9C%EA%B7%B8%20%ED%95%9C%EC%84%B1%EB%B0%B1%EC%A0%9C%EC%97%AD
곳 모음,,"맛집, 카페",3,knewnew.official,https://map.naver.com/p/search/%EA%B3%B3%20%EB%AA%A8%EC%9D%8C,https://map.kakao.com/link/search/%EA%B3%B3%20%EB%AA%A8%EC%9D%8C
고드니,마곡동,"맛집, 카페",3,knewnew.official,https://map.naver.com/p/search/%EA%B3%A0%EB%93%9C%EB%8B%88%20%EB%A7%88%EA%B3%A1%EB%8F%99,https://map.kakao.com/link/search/%EA%B3%A0%EB%93%9C%EB%8B%88%20%EB%A7%88%EA%B3%A1%EB%8F%99
히포,1망원역,"맛집, 술집",2,knewnew.official,https://map.naver.com/p/search/%ED%9E%88%ED%8F%AC%201%EB%A7%9D%EC%9B%90%EC%97%AD,https://map.kakao.com/link/search/%ED%9E%88%ED%8F%AC%201%EB%A7%9D%EC%9B%90%EC%97%AD
히비노,망원역,카페,2,knewnew.official,https://map.naver.com/p/search/%ED%9E%88%EB%B9%84%EB%85%B8%20%EB%A7%9D%EC%9B%90%EC%97%AD,https://map.kakao.com/link/search/%ED%9E%88%EB%B9%84%EB%85%B8%20%EB%A7%9D%EC%9B%90%EC%97%AD
히비,보문역 * 도보 10분,"쇼핑, 카페",2,knewnew.official,https://map.naver.com/p/search/%ED%9E%88%EB%B9%84%20%EB%B3%B4%EB%AC%B8%EC%97%AD%20%2A%20%EB%8F%84%EB%B3%B4%2010%EB%B6%84,https://map.kakao.com/link/search/%ED%9E%88%EB%B9%84%20%EB%B3%B4%EB%AC%B8%EC%97%AD%20%2A%20%EB%8F%84%EB%B3%B4%2010%EB%B6%84
흐릇,어린이대공원역,"맛집, 카페",2,knewnew.official,https://map.naver.com/p/search/%ED%9D%90%EB%A6%87%20%EC%96%B4%EB%A6%B0%EC%9D%B4%EB%8C%80%EA%B3%B5%EC%9B%90%EC%97%AD,https://map.kakao.com/link/search/%ED%9D%90%EB%A6%87%20%EC%96%B4%EB%A6%B0%EC%9D%B4%EB%8C%80%EA%B3%B5%EC%9B%90%EC%97%AD
후엘고,대흥역,카페,2,knewnew.official,https://map.naver.com/p/search/%ED%9B%84%EC%97%98%EA%B3%A0%20%EB%8C%80%ED%9D%A5%EC%97%AD,https://map.kakao.com/link/search/%ED%9B%84%EC%97%98%EA%B3%A0%20%EB%8C%80%ED%9D%A5%EC%97%AD
홀스타코 소제,소제동,맛집,2,knewnew.official,https://map.naver.com/p/search/%ED%99%80%EC%8A%A4%ED%83%80%EC%BD%94%20%EC%86%8C%EC%A0%9C%20%EC%86%8C%EC%A0%9C%EB%8F%99,https://map.kakao.com/link/search/%ED%99%80%EC%8A%A4%ED%83%80%EC%BD%94%20%EC%86%8C%EC%A0%9C%20%EC%86%8C%EC%A0%9C%EB%8F%99
호핀치,대흥역,"맛집, 카페",2,knewnew.official,https://map.naver.com/p/search/%ED%98%B8%ED%95%80%EC%B9%98%20%EB%8C%80%ED%9D%A5%EC%97%AD,https://map.kakao.com/link/search/%ED%98%B8%ED%95%80%EC%B9%98%20%EB%8C%80%ED%9D%A5%EC%97%AD
호랑이,을지로4가역,"맛집, 카페",2,knewnew.official,https://map.naver.com/p/search/%ED%98%B8%EB%9E%91%EC%9D%B4%20%EC%9D%84%EC%A7%80%EB%A1%9C4%EA%B0%80%EC%97%AD,https://map.kakao.com/link/search/%ED%98%B8%EB%9E%91%EC%9D%B4%20%EC%9D%84%EC%A7%80%EB%A1%9C4%EA%B0%80%EC%97%AD
호뎅,건대입구역,"맛집, 술집, 카페",2,knewnew.official,https://map.naver.com/p/search/%ED%98%B8%EB%8E%85%20%EA%B1%B4%EB%8C%80%EC%9E%85%EA%B5%AC%EC%97%AD,https://map.kakao.com/link/search/%ED%98%B8%EB%8E%85%20%EA%B1%B4%EB%8C%80%EC%9E%85%EA%B5%AC%EC%97%AD
허스크,중구청역,"맛집, 여행·숙소, 카페",2,knewnew.official,https://map.naver.com/p/search/%ED%97%88%EC%8A%A4%ED%81%AC%20%EC%A4%91%EA%B5%AC%EC%B2%AD%EC%97%AD,https://map.kakao.com/link/search/%ED%97%88%EC%8A%A4%ED%81%AC%20%EC%A4%91%EA%B5%AC%EC%B2%AD%EC%97%AD
허스밴즈,안국역,카페,2,knewnew.official,https://map.naver.com/p/search/%ED%97%88%EC%8A%A4%EB%B0%B4%EC%A6%88%20%EC%95%88%EA%B5%AD%EC%97%AD,https://map.kakao.com/link/search/%ED%97%88%EC%8A%A4%EB%B0%B4%EC%A6%88%20%EC%95%88%EA%B5%AD%EC%97%AD
행오버,한강진역,"맛집, 술집, 카페",2,knewnew.official,https://map.naver.com/p/search/%ED%96%89%EC%98%A4%EB%B2%84%20%ED%95%9C%EA%B0%95%EC%A7%84%EC%97%AD,https://map.kakao.com/link/search/%ED%96%89%EC%98%A4%EB%B2%84%20%ED%95%9C%EA%B0%95%EC%A7%84%EC%97%AD
해방촌 블레스브런치바,녹사평역,"술집, 카페",2,knewnew.official,https://map.naver.com/p/search/%ED%95%B4%EB%B0%A9%EC%B4%8C%20%EB%B8%94%EB%A0%88%EC%8A%A4%EB%B8%8C%EB%9F%B0%EC%B9%98%EB%B0%94%20%EB%85%B9%EC%82%AC%ED%8F%89%EC%97%AD,https://map.kakao.com/link/search/%ED%95%B4%EB%B0%A9%EC%B4%8C%20%EB%B8%94%EB%A0%88%EC%8A%A4%EB%B8%8C%EB%9F%B0%EC%B9%98%EB%B0%94%20%EB%85%B9%EC%82%AC%ED%8F%89%EC%97%AD
해르츠먼트,모란역,카페,2,knewnew.official,https://map.naver.com/p/search/%ED%95%B4%EB%A5%B4%EC%B8%A0%EB%A8%BC%ED%8A%B8%20%EB%AA%A8%EB%9E%80%EC%97%AD,https://map.kakao.com/link/search/%ED%95%B4%EB%A5%B4%EC%B8%A0%EB%A8%BC%ED%8A%B8%20%EB%AA%A8%EB%9E%80%EC%97%AD
해랑사,중앙로역,"맛집, 술집, 여행·숙소",2,knewnew.official,https://map.naver.com/p/search/%ED%95%B4%EB%9E%91%EC%82%AC%20%EC%A4%91%EC%95%99%EB%A1%9C%EC%97%AD,https://map.kakao.com/link/search/%ED%95%B4%EB%9E%91%EC%82%AC%20%EC%A4%91%EC%95%99%EB%A1%9C%EC%97%AD
해든방,미아사거리역,카페,2,knewnew.official,https://map.naver.com/p/search/%ED%95%B4%EB%93%A0%EB%B0%A9%20%EB%AF%B8%EC%95%84%EC%82%AC%EA%B1%B0%EB%A6%AC%EC%97%AD,https://map.kakao.com/link/search/%ED%95%B4%EB%93%A0%EB%B0%A9%20%EB%AF%B8%EC%95%84%EC%82%AC%EA%B1%B0%EB%A6%AC%EC%97%AD
할머니네집,행궁동 골목 안쪽에 숨겨진 가정집 느낌 식당,맛집,2,knewnew.official,https://map.naver.com/p/search/%ED%95%A0%EB%A8%B8%EB%8B%88%EB%84%A4%EC%A7%91%20%ED%96%89%EA%B6%81%EB%8F%99%20%EA%B3%A8%EB%AA%A9%20%EC%95%88%EC%AA%BD%EC%97%90%20%EC%88%A8%EA%B2%A8%EC%A7%84%20%EA%B0%80%EC%A0%95%EC%A7%91%20%EB%8A%90%EB%82%8C%20%EC%8B%9D%EB%8B%B9,https://map.kakao.com/link/search/%ED%95%A0%EB%A8%B8%EB%8B%88%EB%84%A4%EC%A7%91%20%ED%96%89%EA%B6%81%EB%8F%99%20%EA%B3%A8%EB%AA%A9%20%EC%95%88%EC%AA%BD%EC%97%90%20%EC%88%A8%EA%B2%A8%EC%A7%84%20%EA%B0%80%EC%A0%95%EC%A7%91%20%EB%8A%90%EB%82%8C%20%EC%8B%9D%EB%8B%B9
학림,혜화역,카페,2,knewnew.official,https://map.naver.com/p/search/%ED%95%99%EB%A6%BC%20%ED%98%9C%ED%99%94%EC%97%AD,https://map.kakao.com/link/search/%ED%95%99%EB%A6%BC%20%ED%98%9C%ED%99%94%EC%97%AD
하흘,마포구청역,카페,2,knewnew.official,https://map.naver.com/p/search/%ED%95%98%ED%9D%98%20%EB%A7%88%ED%8F%AC%EA%B5%AC%EC%B2%AD%EC%97%AD,https://map.kakao.com/link/search/%ED%95%98%ED%9D%98%20%EB%A7%88%ED%8F%AC%EA%B5%AC%EC%B2%AD%EC%97%AD
하프파운드,석촌고분역,"독서, 맛집, 카페",2,knewnew.official,https://map.naver.com/p/search/%ED%95%98%ED%94%84%ED%8C%8C%EC%9A%B4%EB%93%9C%20%EC%84%9D%EC%B4%8C%EA%B3%A0%EB%B6%84%EC%97%AD,https://map.kakao.com/link/search/%ED%95%98%ED%94%84%ED%8C%8C%EC%9A%B4%EB%93%9C%20%EC%84%9D%EC%B4%8C%EA%B3%A0%EB%B6%84%EC%97%AD
하츠하우스,어린이대공원역,"독서, 맛집, 카페",2,knewnew.official,https://map.naver.com/p/search/%ED%95%98%EC%B8%A0%ED%95%98%EC%9A%B0%EC%8A%A4%20%EC%96%B4%EB%A6%B0%EC%9D%B4%EB%8C%80%EA%B3%B5%EC%9B%90%EC%97%AD,https://map.kakao.com/link/search/%ED%95%98%EC%B8%A0%ED%95%98%EC%9A%B0%EC%8A%A4%20%EC%96%B4%EB%A6%B0%EC%9D%B4%EB%8C%80%EA%B3%B5%EC%9B%90%EC%97%AD
하마루 답십리본점,답십리역 도보 3분,"맛집, 술집, 카페",2,knewnew.official,https://map.naver.com/p/search/%ED%95%98%EB%A7%88%EB%A3%A8%20%EB%8B%B5%EC%8B%AD%EB%A6%AC%EB%B3%B8%EC%A0%90%20%EB%8B%B5%EC%8B%AD%EB%A6%AC%EC%97%AD%20%EB%8F%84%EB%B3%B4%203%EB%B6%84,https://map.kakao.com/link/search/%ED%95%98%EB%A7%88%EB%A3%A8%20%EB%8B%B5%EC%8B%AD%EB%A6%AC%EB%B3%B8%EC%A0%90%20%EB%8B%B5%EC%8B%AD%EB%A6%AC%EC%97%AD%20%EB%8F%84%EB%B3%B4%203%EB%B6%84
픽셀 퍼 인치,삼각지역* 도보 1분,"독서, 맛집, 카페",2,knewnew.official,https://map.naver.com/p/search/%ED%94%BD%EC%85%80%20%ED%8D%BC%20%EC%9D%B8%EC%B9%98%20%EC%82%BC%EA%B0%81%EC%A7%80%EC%97%AD%2A%20%EB%8F%84%EB%B3%B4%201%EB%B6%84,https://map.kakao.com/link/search/%ED%94%BD%EC%85%80%20%ED%8D%BC%20%EC%9D%B8%EC%B9%98%20%EC%82%BC%EA%B0%81%EC%A7%80%EC%97%AD%2A%20%EB%8F%84%EB%B3%B4%201%EB%B6%84
피이알,장기동,카페,2,knewnew.official,https://map.naver.com/p/search/%ED%94%BC%EC%9D%B4%EC%95%8C%20%EC%9E%A5%EA%B8%B0%EB%8F%99,https://map.kakao.com/link/search/%ED%94%BC%EC%9D%B4%EC%95%8C%20%EC%9E%A5%EA%B8%B0%EB%8F%99
