name,area_hint,categories,recommendations,accounts,naver_search,kakao_search
한양대신닭발,왕십리역,맛집,1,knewnew.official,https://map.naver.com/p/search/%ED%95%9C%EC%96%91%EB%8C%80%EC%8B%A0%EB%8B%AD%EB%B0%9C%20%EC%99%95%EC%8B%AD%EB%A6%AC%EC%97%AD,https://map.kakao.com/link/search/%ED%95%9C%EC%96%91%EB%8C%80%EC%8B%A0%EB%8B%AD%EB%B0%9C%20%EC%99%95%EC%8B%AD%EB%A6%AC%EC%97%AD
한스키친 회포장 속초중앙시장본점,중앙동,"맛집, 쇼핑, 여행·숙소, 카페",1,knewnew.official,https://map.naver.com/p/search/%ED%95%9C%EC%8A%A4%ED%82%A4%EC%B9%9C%20%ED%9A%8C%ED%8F%AC%EC%9E%A5%20%EC%86%8D%EC%B4%88%EC%A4%91%EC%95%99%EC%8B%9C%EC%9E%A5%EB%B3%B8%EC%A0%90%20%EC%A4%91%EC%95%99%EB%8F%99,https://map.kakao.com/link/search/%ED%95%9C%EC%8A%A4%ED%82%A4%EC%B9%9C%20%ED%9A%8C%ED%8F%AC%EC%9E%A5%20%EC%86%8D%EC%B4%88%EC%A4%91%EC%95%99%EC%8B%9C%EC%9E%A5%EB%B3%B8%EC%A0%90%20%EC%A4%91%EC%95%99%EB%8F%99
한스배럴,답십리역,술집,1,knewnew.official,https://map.naver.com/p/search/%ED%95%9C%EC%8A%A4%EB%B0%B0%EB%9F%B4%20%EB%8B%B5%EC%8B%AD%EB%A6%AC%EC%97%AD,https://map.kakao.com/link/search/%ED%95%9C%EC%8A%A4%EB%B0%B0%EB%9F%B4%20%EB%8B%B5%EC%8B%AD%EB%A6%AC%EC%97%AD
한스 빈,토성면,여행·숙소,1,knewnew.official,https://map.naver.com/p/search/%ED%95%9C%EC%8A%A4%20%EB%B9%88%20%ED%86%A0%EC%84%B1%EB%A9%B4,https://map.kakao.com/link/search/%ED%95%9C%EC%8A%A4%20%EB%B9%88%20%ED%86%A0%EC%84%B1%EB%A9%B4
한성불고기,중앙로역 도보 4분,맛집,1,knewnew.official,https://map.naver.com/p/search/%ED%95%9C%EC%84%B1%EB%B6%88%EA%B3%A0%EA%B8%B0%20%EC%A4%91%EC%95%99%EB%A1%9C%EC%97%AD%20%EB%8F%84%EB%B3%B4%204%EB%B6%84,https://map.kakao.com/link/search/%ED%95%9C%EC%84%B1%EB%B6%88%EA%B3%A0%EA%B8%B0%20%EC%A4%91%EC%95%99%EB%A1%9C%EC%97%AD%20%EB%8F%84%EB%B3%B4%204%EB%B6%84
한복자엉터리김밥 본점,옥천군,맛집,1,knewnew.official,https://map.naver.com/p/search/%ED%95%9C%EB%B3%B5%EC%9E%90%EC%97%89%ED%84%B0%EB%A6%AC%EA%B9%80%EB%B0%A5%20%EB%B3%B8%EC%A0%90%20%EC%98%A5%EC%B2%9C%EA%B5%B0,https://map.kakao.com/link/search/%ED%95%9C%EB%B3%B5%EC%9E%90%EC%97%89%ED%84%B0%EB%A6%AC%EA%B9%80%EB%B0%A5%20%EB%B3%B8%EC%A0%90%20%EC%98%A5%EC%B2%9C%EA%B5%B0
한루커피,빈티지한 골목 감성의 신기동 카페,카페,1,knewnew.official,https://map.naver.com/p/search/%ED%95%9C%EB%A3%A8%EC%BB%A4%ED%94%BC%20%EB%B9%88%ED%8B%B0%EC%A7%80%ED%95%9C%20%EA%B3%A8%EB%AA%A9%20%EA%B0%90%EC%84%B1%EC%9D%98%20%EC%8B%A0%EA%B8%B0%EB%8F%99%20%EC%B9%B4%ED%8E%98,https://map.kakao.com/link/search/%ED%95%9C%EB%A3%A8%EC%BB%A4%ED%94%BC%20%EB%B9%88%ED%8B%B0%EC%A7%80%ED%95%9C%20%EA%B3%A8%EB%AA%A9%20%EA%B0%90%EC%84%B1%EC%9D%98%20%EC%8B%A0%EA%B8%B0%EB%8F%99%20%EC%B9%B4%ED%8E%98
한남작업실,한강진역,전시·문화,1,knewnew.official,https://map.naver.com/p/search/%ED%95%9C%EB%82%A8%EC%9E%91%EC%97%85%EC%8B%A4%20%ED%95%9C%EA%B0%95%EC%A7%84%EC%97%AD,https://map.kakao.com/link/search/%ED%95%9C%EB%82%A8%EC%9E%91%EC%97%85%EC%8B%A4%20%ED%95%9C%EA%B0%95%EC%A7%84%EC%97%AD
한 호전,,쇼핑,1,knewnew.official,https://map.naver.com/p/search/%ED%95%9C%20%ED%98%B8%EC%A0%84,https://map.kakao.com/link/search/%ED%95%9C%20%ED%98%B8%EC%A0%84
한 없어 못치가 정말 못하다;,,"맛집, 카페",1,knewnew.official,https://map.naver.com/p/search/%ED%95%9C%20%EC%97%86%EC%96%B4%20%EB%AA%BB%EC%B9%98%EA%B0%80%20%EC%A0%95%EB%A7%90%20%EB%AA%BB%ED%95%98%EB%8B%A4%3B,https://map.kakao.com/link/search/%ED%95%9C%20%EC%97%86%EC%96%B4%20%EB%AA%BB%EC%B9%98%EA%B0%80%20%EC%A0%95%EB%A7%90%20%EB%AA%BB%ED%95%98%EB%8B%A4%3B
한 곳이다 2리고 국립생시 통역 1UC분 유전자 판경 1구호,,"맛집, 여행·숙소, 전시·문화",1,knewnew.official,https://map.naver.com/p/search/%ED%95%9C%20%EA%B3%B3%EC%9D%B4%EB%8B%A4%202%EB%A6%AC%EA%B3%A0%20%EA%B5%AD%EB%A6%BD%EC%83%9D%EC%8B%9C%20%ED%86%B5%EC%97%AD%201UC%EB%B6%84%20%EC%9C%A0%EC%A0%84%EC%9E%90%20%ED%8C%90%EA%B2%BD%201%EA%B5%AC%ED%98%B8,https://map.kakao.com/link/search/%ED%95%9C%20%EA%B3%B3%EC%9D%B4%EB%8B%A4%202%EB%A6%AC%EA%B3%A0%20%EA%B5%AD%EB%A6%BD%EC%83%9D%EC%8B%9C%20%ED%86%B5%EC%97%AD%201UC%EB%B6%84%20%EC%9C%A0%EC%A0%84%EC%9E%90%20%ED%8C%90%EA%B2%BD%201%EA%B5%AC%ED%98%B8
"한 것을 먼저 보며, 진한 향기보다",,카페,1,knewnew.official,https://map.naver.com/p/search/%ED%95%9C%20%EA%B2%83%EC%9D%84%20%EB%A8%BC%EC%A0%80%20%EB%B3%B4%EB%A9%B0%2C%20%EC%A7%84%ED%95%9C%20%ED%96%A5%EA%B8%B0%EB%B3%B4%EB%8B%A4,https://map.kakao.com/link/search/%ED%95%9C%20%EA%B2%83%EC%9D%84%20%EB%A8%BC%EC%A0%80%20%EB%B3%B4%EB%A9%B0%2C%20%EC%A7%84%ED%95%9C%20%ED%96%A5%EA%B8%B0%EB%B3%B4%EB%8B%A4
학림다방,혜화역,카페,1,knewnew.official,https://map.naver.com/p/search/%ED%95%99%EB%A6%BC%EB%8B%A4%EB%B0%A9%20%ED%98%9C%ED%99%94%EC%97%AD,https://map.kakao.com/link/search/%ED%95%99%EB%A6%BC%EB%8B%A4%EB%B0%A9%20%ED%98%9C%ED%99%94%EC%97%AD
학년 2학기,회로,"맛집, 쇼핑, 카페",1,knewnew.official,https://map.naver.com/p/search/%ED%95%99%EB%85%84%202%ED%95%99%EA%B8%B0%20%ED%9A%8C%EB%A1%9C,https://map.kakao.com/link/search/%ED%95%99%EB%85%84%202%ED%95%99%EA%B8%B0%20%ED%9A%8C%EB%A1%9C
하하부부,다 소죽도공원,맛집,1,knewnew.official,https://map.naver.com/p/search/%ED%95%98%ED%95%98%EB%B6%80%EB%B6%80%20%EB%8B%A4%20%EC%86%8C%EC%A3%BD%EB%8F%84%EA%B3%B5%EC%9B%90,https://map.kakao.com/link/search/%ED%95%98%ED%95%98%EB%B6%80%EB%B6%80%20%EB%8B%A4%20%EC%86%8C%EC%A3%BD%EB%8F%84%EA%B3%B5%EC%9B%90
하피바라클럽,소품샵,쇼핑,1,knewnew.official,https://map.naver.com/p/search/%ED%95%98%ED%94%BC%EB%B0%94%EB%9D%BC%ED%81%B4%EB%9F%BD%20%EC%86%8C%ED%92%88%EC%83%B5,https://map.kakao.com/link/search/%ED%95%98%ED%94%BC%EB%B0%94%EB%9D%BC%ED%81%B4%EB%9F%BD%20%EC%86%8C%ED%92%88%EC%83%B5
하피,쌍용역,카페,1,knewnew.official,https://map.naver.com/p/search/%ED%95%98%ED%94%BC%20%EC%8C%8D%EC%9A%A9%EC%97%AD,https://map.kakao.com/link/search/%ED%95%98%ED%94%BC%20%EC%8C%8D%EC%9A%A9%EC%97%AD
하프웨이 커피,홍콩 성완,카페,1,knewnew.official,https://map.naver.com/p/search/%ED%95%98%ED%94%84%EC%9B%A8%EC%9D%B4%20%EC%BB%A4%ED%94%BC%20%ED%99%8D%EC%BD%A9%20%EC%84%B1%EC%99%84,https://map.kakao.com/link/search/%ED%95%98%ED%94%84%EC%9B%A8%EC%9D%B4%20%EC%BB%A4%ED%94%BC%20%ED%99%8D%EC%BD%A9%20%EC%84%B1%EC%99%84
하푸,구의역,여행·숙소,1,knewnew.official,https://map.naver.com/p/search/%ED%95%98%ED%91%B8%20%EA%B5%AC%EC%9D%98%EC%97%AD,https://map.kakao.com/link/search/%ED%95%98%ED%91%B8%20%EA%B5%AC%EC%9D%98%EC%97%AD
하티,읍내동,카페,1,knewnew.official,https://map.naver.com/p/search/%ED%95%98%ED%8B%B0%20%EC%9D%8D%EB%82%B4%EB%8F%99,https://map.kakao.com/link/search/%ED%95%98%ED%8B%B0%20%EC%9D%8D%EB%82%B4%EB%8F%99
하쿠류코쿠류 본점,중구청역,"맛집, 술집",1,knewnew.official,https://map.naver.com/p/search/%ED%95%98%EC%BF%A0%EB%A5%98%EC%BD%94%EC%BF%A0%EB%A5%98%20%EB%B3%B8%EC%A0%90%20%EC%A4%91%EA%B5%AC%EC%B2%AD%EC%97%AD,https://map.kakao.com/link/search/%ED%95%98%EC%BF%A0%EB%A5%98%EC%BD%94%EC%BF%A0%EB%A5%98%20%EB%B3%B8%EC%A0%90%20%EC%A4%91%EA%B5%AC%EC%B2%AD%EC%97%AD
하카타 고마사바야 1톈진역+도보 10분,고등어를 중심으로 현지식 사시미의,"맛집, 여행·숙소, 카페",1,knewnew.official,https://map.naver.com/p/search/%ED%95%98%EC%B9%B4%ED%83%80%20%EA%B3%A0%EB%A7%88%EC%82%AC%EB%B0%94%EC%95%BC%201%ED%86%88%EC%A7%84%EC%97%AD%2B%EB%8F%84%EB%B3%B4%2010%EB%B6%84%20%EA%B3%A0%EB%93%B1%EC%96%B4%EB%A5%BC%20%EC%A4%91%EC%8B%AC%EC%9C%BC%EB%A1%9C%20%ED%98%84%EC%A7%80%EC%8B%9D%20%EC%82%AC%EC%8B%9C%EB%AF%B8%EC%9D%98,https://map.kakao.com/link/search/%ED%95%98%EC%B9%B4%ED%83%80%20%EA%B3%A0%EB%A7%88%EC%82%AC%EB%B0%94%EC%95%BC%201%ED%86%88%EC%A7%84%EC%97%AD%2B%EB%8F%84%EB%B3%B4%2010%EB%B6%84%20%EA%B3%A0%EB%93%B1%EC%96%B4%EB%A5%BC%20%EC%A4%91%EC%8B%AC%EC%9C%BC%EB%A1%9C%20%ED%98%84%EC%A7%80%EC%8B%9D%20%EC%82%AC%EC%8B%9C%EB%AF%B8%EC%9D%98
하카산,,"맛집, 여행·숙소, 전시·문화",1,knewnew.official,https://map.naver.com/p/search/%ED%95%98%EC%B9%B4%EC%82%B0,https://map.kakao.com/link/search/%ED%95%98%EC%B9%B4%EC%82%B0
하츠룸,어린이대공원역,카페,1,knewnew.official,https://map.naver.com/p/search/%ED%95%98%EC%B8%A0%EB%A3%B8%20%EC%96%B4%EB%A6%B0%EC%9D%B4%EB%8C%80%EA%B3%B5%EC%9B%90%EC%97%AD,https://map.kakao.com/link/search/%ED%95%98%EC%B8%A0%EB%A3%B8%20%EC%96%B4%EB%A6%B0%EC%9D%B4%EB%8C%80%EA%B3%B5%EC%9B%90%EC%97%AD
하지만 이용과 달리 빠을 합정 감기고 은 자꾸만 이해 서울 파고받다고요?,,독서,1,knewnew.official,https://map.naver.com/p/search/%ED%95%98%EC%A7%80%EB%A7%8C%20%EC%9D%B4%EC%9A%A9%EA%B3%BC%20%EB%8B%AC%EB%A6%AC%20%EB%B9%A0%EC%9D%84%20%ED%95%A9%EC%A0%95%20%EA%B0%90%EA%B8%B0%EA%B3%A0%20%EC%9D%80%20%EC%9E%90%EA%BE%B8%EB%A7%8C%20%EC%9D%B4%ED%95%B4%20%EC%84%9C%EC%9A%B8%20%ED%8C%8C%EA%B3%A0%EB%B0%9B%EB%8B%A4%EA%B3%A0%EC%9A%94%3F,https://map.kakao.com/link/search/%ED%95%98%EC%A7%80%EB%A7%8C%20%EC%9D%B4%EC%9A%A9%EA%B3%BC%20%EB%8B%AC%EB%A6%AC%20%EB%B9%A0%EC%9D%84%20%ED%95%A9%EC%A0%95%20%EA%B0%90%EA%B8%B0%EA%B3%A0%20%EC%9D%80%20%EC%9E%90%EA%BE%B8%EB%A7%8C%20%EC%9D%B4%ED%95%B4%20%EC%84%9C%EC%9A%B8%20%ED%8C%8C%EA%B3%A0%EB%B0%9B%EB%8B%A4%EA%B3%A0%EC%9A%94%3F
하일 커피 랩,김해시청역,"맛집, 카페",1,knewnew.official,https://map.naver.com/p/search/%ED%95%98%EC%9D%BC%20%EC%BB%A4%ED%94%BC%20%EB%9E%A9%20%EA%B9%80%ED%95%B4%EC%8B%9C%EC%B2%AD%EC%97%AD,https://map.kakao.com/link/search/%ED%95%98%EC%9D%BC%20%EC%BB%A4%ED%94%BC%20%EB%9E%A9%20%EA%B9%80%ED%95%B4%EC%8B%9C%EC%B2%AD%EC%97%AD
하이마트음악감상실,중앙로역 도보 7분,여행·숙소,1,knewnew.official,https://map.naver.com/p/search/%ED%95%98%EC%9D%B4%EB%A7%88%ED%8A%B8%EC%9D%8C%EC%95%85%EA%B0%90%EC%83%81%EC%8B%A4%20%EC%A4%91%EC%95%99%EB%A1%9C%EC%97%AD%20%EB%8F%84%EB%B3%B4%207%EB%B6%84,https://map.kakao.com/link/search/%ED%95%98%EC%9D%B4%EB%A7%88%ED%8A%B8%EC%9D%8C%EC%95%85%EA%B0%90%EC%83%81%EC%8B%A4%20%EC%A4%91%EC%95%99%EB%A1%9C%EC%97%AD%20%EB%8F%84%EB%B3%B4%207%EB%B6%84
하이디어 상품,,쇼핑,1,knewnew.official,https://map.naver.com/p/search/%ED%95%98%EC%9D%B4%EB%94%94%EC%96%B4%20%EC%83%81%ED%92%88,https://map.kakao.com/link/search/%ED%95%98%EC%9D%B4%EB%94%94%EC%96%B4%20%EC%83%81%ED%92%88
하이가쯔,약수역,"독서, 맛집, 카페",1,knewnew.official,https://map.naver.com/p/search/%ED%95%98%EC%9D%B4%EA%B0%80%EC%AF%94%20%EC%95%BD%EC%88%98%EC%97%AD,https://map.kakao.com/link/search/%ED%95%98%EC%9D%B4%EA%B0%80%EC%AF%94%20%EC%95%BD%EC%88%98%EC%97%AD
하우짓블랙,성균관대역,카페,1,knewnew.official,https://map.naver.com/p/search/%ED%95%98%EC%9A%B0%EC%A7%93%EB%B8%94%EB%9E%99%20%EC%84%B1%EA%B7%A0%EA%B4%80%EB%8C%80%EC%97%AD,https://map.kakao.com/link/search/%ED%95%98%EC%9A%B0%EC%A7%93%EB%B8%94%EB%9E%99%20%EC%84%B1%EA%B7%A0%EA%B4%80%EB%8C%80%EC%97%AD
하우스키루 연남점,홍대입구역,카페,1,knewnew.official,https://map.naver.com/p/search/%ED%95%98%EC%9A%B0%EC%8A%A4%ED%82%A4%EB%A3%A8%20%EC%97%B0%EB%82%A8%EC%A0%90%20%ED%99%8D%EB%8C%80%EC%9E%85%EA%B5%AC%EC%97%AD,https://map.kakao.com/link/search/%ED%95%98%EC%9A%B0%EC%8A%A4%ED%82%A4%EB%A3%A8%20%EC%97%B0%EB%82%A8%EC%A0%90%20%ED%99%8D%EB%8C%80%EC%9E%85%EA%B5%AC%EC%97%AD
하우스키루,홍대입구역,"맛집, 카페",1,knewnew.official,https://map.naver.com/p/search/%ED%95%98%EC%9A%B0%EC%8A%A4%ED%82%A4%EB%A3%A8%20%ED%99%8D%EB%8C%80%EC%9E%85%EA%B5%AC%EC%97%AD,https://map.kakao.com/link/search/%ED%95%98%EC%9A%B0%EC%8A%A4%ED%82%A4%EB%A3%A8%20%ED%99%8D%EB%8C%80%EC%9E%85%EA%B5%AC%EC%97%AD
하우스오브네이비,신당역,전시·문화,1,knewnew.official,https://map.naver.com/p/search/%ED%95%98%EC%9A%B0%EC%8A%A4%EC%98%A4%EB%B8%8C%EB%84%A4%EC%9D%B4%EB%B9%84%20%EC%8B%A0%EB%8B%B9%EC%97%AD,https://map.kakao.com/link/search/%ED%95%98%EC%9A%B0%EC%8A%A4%EC%98%A4%EB%B8%8C%EB%84%A4%EC%9D%B4%EB%B9%84%20%EC%8B%A0%EB%8B%B9%EC%97%AD
하우스엠,매봉역,카페,1,knewnew.official,https://map.naver.com/p/search/%ED%95%98%EC%9A%B0%EC%8A%A4%EC%97%A0%20%EB%A7%A4%EB%B4%89%EC%97%AD,https://map.kakao.com/link/search/%ED%95%98%EC%9A%B0%EC%8A%A4%EC%97%A0%20%EB%A7%A4%EB%B4%89%EC%97%AD
하우스베이커리서비스,1녹사평역,카페,1,knewnew.official,https://map.naver.com/p/search/%ED%95%98%EC%9A%B0%EC%8A%A4%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%EC%84%9C%EB%B9%84%EC%8A%A4%201%EB%85%B9%EC%82%AC%ED%8F%89%EC%97%AD,https://map.kakao.com/link/search/%ED%95%98%EC%9A%B0%EC%8A%A4%EB%B2%A0%EC%9D%B4%EC%BB%A4%EB%A6%AC%EC%84%9C%EB%B9%84%EC%8A%A4%201%EB%85%B9%EC%82%AC%ED%8F%89%EC%97%AD
하우스먼트 효자동3가,넓은 통창으로 보이는 단풍 뷰가 멋진 공간,카페,1,knewnew.official,https://map.naver.com/p/search/%ED%95%98%EC%9A%B0%EC%8A%A4%EB%A8%BC%ED%8A%B8%20%ED%9A%A8%EC%9E%90%EB%8F%993%EA%B0%80%20%EB%84%93%EC%9D%80%20%ED%86%B5%EC%B0%BD%EC%9C%BC%EB%A1%9C%20%EB%B3%B4%EC%9D%B4%EB%8A%94%20%EB%8B%A8%ED%92%8D%20%EB%B7%B0%EA%B0%80%20%EB%A9%8B%EC%A7%84%20%EA%B3%B5%EA%B0%84,https://map.kakao.com/link/search/%ED%95%98%EC%9A%B0%EC%8A%A4%EB%A8%BC%ED%8A%B8%20%ED%9A%A8%EC%9E%90%EB%8F%993%EA%B0%80%20%EB%84%93%EC%9D%80%20%ED%86%B5%EC%B0%BD%EC%9C%BC%EB%A1%9C%20%EB%B3%B4%EC%9D%B4%EB%8A%94%20%EB%8B%A8%ED%92%8D%20%EB%B7%B0%EA%B0%80%20%EB%A9%8B%EC%A7%84%20%EA%B3%B5%EA%B0%84
하슬라가배,엄청난 빈티지 무드에 압도 당해버리기,맛집,1,knewnew.official,https://map.naver.com/p/search/%ED%95%98%EC%8A%AC%EB%9D%BC%EA%B0%80%EB%B0%B0%20%EC%97%84%EC%B2%AD%EB%82%9C%20%EB%B9%88%ED%8B%B0%EC%A7%80%20%EB%AC%B4%EB%93%9C%EC%97%90%20%EC%95%95%EB%8F%84%20%EB%8B%B9%ED%95%B4%EB%B2%84%EB%A6%AC%EA%B8%B0,https://map.kakao.com/link/search/%ED%95%98%EC%8A%AC%EB%9D%BC%EA%B0%80%EB%B0%B0%20%EC%97%84%EC%B2%AD%EB%82%9C%20%EB%B9%88%ED%8B%B0%EC%A7%80%20%EB%AC%B4%EB%93%9C%EC%97%90%20%EC%95%95%EB%8F%84%20%EB%8B%B9%ED%95%B4%EB%B2%84%EB%A6%AC%EA%B8%B0
하스트커피,호계동,"맛집, 카페",1,knewnew.official,https://map.naver.com/p/search/%ED%95%98%EC%8A%A4%ED%8A%B8%EC%BB%A4%ED%94%BC%20%ED%98%B8%EA%B3%84%EB%8F%99,https://map.kakao.com/link/search/%ED%95%98%EC%8A%A4%ED%8A%B8%EC%BB%A4%ED%94%BC%20%ED%98%B8%EA%B3%84%EB%8F%99
하스,군자역,카페,1,knewnew.official,https://map.naver.com/p/search/%ED%95%98%EC%8A%A4%20%EA%B5%B0%EC%9E%90%EC%97%AD,https://map.kakao.com/link/search/%ED%95%98%EC%8A%A4%20%EA%B5%B0%EC%9E%90%EC%97%AD
하뭇,홍대입구역,술집,1,knewnew.official,https://map.naver.com/p/search/%ED%95%98%EB%AD%87%20%ED%99%8D%EB%8C%80%EC%9E%85%EA%B5%AC%EC%97%AD,https://map.kakao.com/link/search/%ED%95%98%EB%AD%87%20%ED%99%8D%EB%8C%80%EC%9E%85%EA%B5%AC%EC%97%AD
하마루 답십리본점 1,답십리역,"맛집, 술집",1,knewnew.official,https://map.naver.com/p/search/%ED%95%98%EB%A7%88%EB%A3%A8%20%EB%8B%B5%EC%8B%AD%EB%A6%AC%EB%B3%B8%EC%A0%90%201%20%EB%8B%B5%EC%8B%AD%EB%A6%AC%EC%97%AD,https://map.kakao.com/link/search/%ED%95%98%EB%A7%88%EB%A3%A8%20%EB%8B%B5%EC%8B%AD%EB%A6%AC%EB%B3%B8%EC%A0%90%201%20%EB%8B%B5%EC%8B%AD%EB%A6%AC%EC%97%AD
하랑,성남동,"맛집, 술집",1,knewnew.official,https://map.naver.com/p/search/%ED%95%98%EB%9E%91%20%EC%84%B1%EB%82%A8%EB%8F%99,https://map.kakao.com/link/search/%ED%95%98%EB%9E%91%20%EC%84%B1%EB%82%A8%EB%8F%99
하드마테리얼,망원역,카페,1,knewnew.official,https://map.naver.com/p/search/%ED%95%98%EB%93%9C%EB%A7%88%ED%85%8C%EB%A6%AC%EC%96%BC%20%EB%A7%9D%EC%9B%90%EC%97%AD,https://map.kakao.com/link/search/%ED%95%98%EB%93%9C%EB%A7%88%ED%85%8C%EB%A6%AC%EC%96%BC%20%EB%A7%9D%EC%9B%90%EC%97%AD
하니칼국수,신당역,"맛집, 술집, 카페",1,knewnew.official,https://map.naver.com/p/search/%ED%95%98%EB%8B%88%EC%B9%BC%EA%B5%AD%EC%88%98%20%EC%8B%A0%EB%8B%B9%EC%97%AD,https://map.kakao.com/link/search/%ED%95%98%EB%8B%88%EC%B9%BC%EA%B5%AD%EC%88%98%20%EC%8B%A0%EB%8B%B9%EC%97%AD
하늘식당 I,이대역,맛집,1,knewnew.official,https://map.naver.com/p/search/%ED%95%98%EB%8A%98%EC%8B%9D%EB%8B%B9%20I%20%EC%9D%B4%EB%8C%80%EC%97%AD,https://map.kakao.com/link/search/%ED%95%98%EB%8A%98%EC%8B%9D%EB%8B%B9%20I%20%EC%9D%B4%EB%8C%80%EC%97%AD
하는 매출이라는 생각이 든다. 실제 성대과학지요서,,"맛집, 여행·숙소, 전시·문화",1,knewnew.official,https://map.naver.com/p/search/%ED%95%98%EB%8A%94%20%EB%A7%A4%EC%B6%9C%EC%9D%B4%EB%9D%BC%EB%8A%94%20%EC%83%9D%EA%B0%81%EC%9D%B4%20%EB%93%A0%EB%8B%A4.%20%EC%8B%A4%EC%A0%9C%20%EC%84%B1%EB%8C%80%EA%B3%BC%ED%95%99%EC%A7%80%EC%9A%94%EC%84%9C,https://map.kakao.com/link/search/%ED%95%98%EB%8A%94%20%EB%A7%A4%EC%B6%9C%EC%9D%B4%EB%9D%BC%EB%8A%94%20%EC%83%9D%EA%B0%81%EC%9D%B4%20%EB%93%A0%EB%8B%A4.%20%EC%8B%A4%EC%A0%9C%20%EC%84%B1%EB%8C%80%EA%B3%BC%ED%95%99%EC%A7%80%EC%9A%94%EC%84%9C
핑크 초콜릿 바크,,카페,1,knewnew.official,https://map.naver.com/p/search/%ED%95%91%ED%81%AC%20%EC%B4%88%EC%BD%9C%EB%A6%BF%20%EB%B0%94%ED%81%AC,https://map.kakao.com/link/search/%ED%95%91%ED%81%AC%20%EC%B4%88%EC%BD%9C%EB%A6%BF%20%EB%B0%94%ED%81%AC
필수입니다,,"맛집, 여행·숙소, 카페",1,knewnew.official,https://map.naver.com/p/search/%ED%95%84%EC%88%98%EC%9E%85%EB%8B%88%EB%8B%A4,https://map.kakao.com/link/search/%ED%95%84%EC%88%98%EC%9E%85%EB%8B%88%EB%8B%A4
필동페이지터너,충무로역 -> 도보 2분,독서,1,knewnew.official,https://map.naver.com/p/search/%ED%95%84%EB%8F%99%ED%8E%98%EC%9D%B4%EC%A7%80%ED%84%B0%EB%84%88%20%EC%B6%A9%EB%AC%B4%EB%A1%9C%EC%97%AD%20-%3E%20%EB%8F%84%EB%B3%B4%202%EB%B6%84,https://map.kakao.com/link/search/%ED%95%84%EB%8F%99%ED%8E%98%EC%9D%B4%EC%A7%80%ED%84%B0%EB%84%88%20%EC%B6%A9%EB%AC%B4%EB%A1%9C%EC%97%AD%20-%3E%20%EB%8F%84%EB%B3%B4%202%EB%B6%84
필동순대국,충무로역,술집,1,knewnew.official,https://map.naver.com/p/search/%ED%95%84%EB%8F%99%EC%88%9C%EB%8C%80%EA%B5%AD%20%EC%B6%A9%EB%AC%B4%EB%A1%9C%EC%97%AD,https://map.kakao.com/link/search/%ED%95%84%EB%8F%99%EC%88%9C%EB%8C%80%EA%B5%AD%20%EC%B6%A9%EB%AC%B4%EB%A1%9C%EC%97%AD
필동면옥,충무로역,맛집,1,knewnew.official,https://map.naver.com/p/search/%ED%95%84%EB%8F%99%EB%A9%B4%EC%98%A5%20%EC%B6%A9%EB%AC%B4%EB%A1%9C%EC%97%AD,https://map.kakao.com/link/search/%ED%95%84%EB%8F%99%EB%A9%B4%EC%98%A5%20%EC%B6%A9%EB%AC%B4%EB%A1%9C%EC%97%AD
핀투대박양념오뎅,든든한 분식 세트로 완벽하게 여행 마무리 !,여행·숙소,1,knewnew.official,https://map.naver.com/p/search/%ED%95%80%ED%88%AC%EB%8C%80%EB%B0%95%EC%96%91%EB%85%90%EC%98%A4%EB%8E%85%20%EB%93%A0%EB%93%A0%ED%95%9C%20%EB%B6%84%EC%8B%9D%20%EC%84%B8%ED%8A%B8%EB%A1%9C%20%EC%99%84%EB%B2%BD%ED%95%98%EA%B2%8C%20%EC%97%AC%ED%96%89%20%EB%A7%88%EB%AC%B4%EB%A6%AC%20%21,https://map.kakao.com/link/search/%ED%95%80%ED%88%AC%EB%8C%80%EB%B0%95%EC%96%91%EB%85%90%EC%98%A4%EB%8E%85%20%EB%93%A0%EB%93%A0%ED%95%9C%20%EB%B6%84%EC%8B%9D%20%EC%84%B8%ED%8A%B8%EB%A1%9C%20%EC%99%84%EB%B2%BD%ED%95%98%EA%B2%8C%20%EC%97%AC%ED%96%89%20%EB%A7%88%EB%AC%B4%EB%A6%AC%20%21
피플스플레이스 1,북한산보국문역,맛집,1,knewnew.official,https://map.naver.com/p/search/%ED%94%BC%ED%94%8C%EC%8A%A4%ED%94%8C%EB%A0%88%EC%9D%B4%EC%8A%A4%201%20%EB%B6%81%ED%95%9C%EC%82%B0%EB%B3%B4%EA%B5%AD%EB%AC%B8%EC%97%AD,https://map.kakao.com/link/search/%ED%94%BC%ED%94%8C%EC%8A%A4%ED%94%8C%EB%A0%88%EC%9D%B4%EC%8A%A4%201%20%EB%B6%81%ED%95%9C%EC%82%B0%EB%B3%B4%EA%B5%AD%EB%AC%B8%EC%97%AD
